,Año,Trimestre,Provincia,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,Total_x,Mbps (Media de bajada),Accesos por cada 100 hab,Accesos por cada 100 hogares,Accesso proyectado/100 hogares,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total_y
896,2020,4,Santiago Del Estero,123.0,909.0,34518.0,57590.0,4666.0,411.0,4520.0,106669.0,11.28,10.86,43.75,44.62,26812.0,70522.0,570.0,5169.0,3596.0,106669.0
897,2021,4,Santiago Del Estero,178.0,909.0,31915.0,61524.0,12205.0,800.0,7537.0,115861.0,13.84,11.68,47.05,47.99,19032.0,86563.0,1088.0,6256.0,2922.0,115861.0
898,2022,4,Santiago Del Estero,178.0,1267.0,26183.0,58136.0,17735.0,661.0,14345.0,119494.0,34.4,11.92,48.05,49.01,13577.0,80955.0,15117.0,6911.0,2934.0,119494.0
899,2023,4,Santiago Del Estero,180.0,1173.0,13018.0,53980.0,24514.0,5794.0,23641.0,123230.0,44.22,12.18,49.08,50.06,8290.0,80692.0,24271.0,7057.0,2920.0,123230.0
900,2014,1,Tierra Del Fuego,12.0,607.0,30902.0,6.0,0.0,0.0,0.0,31527.0,3.45,19.1,63.97,65.25,21618.0,2837.0,648.0,1.0,2934.0,28038.0
901,2015,1,Tierra Del Fuego,14.0,609.0,36319.0,2.0,0.0,0.0,0.0,36944.0,3.45,22.17,74.23,75.72,22291.0,7924.0,657.0,1.0,2583.0,33456.0
902,2016,1,Tierra Del Fuego,16.0,285.0,33003.0,0.0,0.0,0.0,0.0,33304.0,3.48,19.65,65.83,67.15,22636.0,4834.0,665.0,1.0,2350.0,30486.0
903,2017,1,Tierra Del Fuego,16.0,285.0,35409.0,0.0,0.0,0.0,0.0,35710.0,3.48,20.44,68.92,70.3,22636.0,6905.0,665.0,1.0,2350.0,32557.0
904,2018,1,Tierra Del Fuego,6.0,307.0,33987.0,2.0,0.0,0.0,0.0,34409.0,5.77,19.33,65.2,66.5,19372.0,9663.0,531.0,1.0,2047.0,31614.0
905,2019,1,Tierra Del Fuego,6.0,131.0,38851.0,3623.0,641.0,80.0,29.0,43361.0,6.34,27.68,93.38,95.24,19789.0,23549.0,1623.0,0.0,1486.0,46447.0
906,2020,1,Tierra Del Fuego,11.0,1.0,22976.0,5024.0,1834.0,196.0,518.0,37606.0,7.41,22.55,76.07,77.59,12854.0,25632.0,0.0,0.0,308.0,38794.0
907,2021,1,Tierra Del Fuego,17.0,0.0,21379.0,1468.0,4317.0,486.0,919.0,40422.0,8.73,22.93,77.35,78.9,12853.0,27247.0,6.0,0.0,316.0,40422.0
908,2022,1,Tierra Del Fuego,24.0,894.0,12849.0,15640.0,18034.0,1767.0,982.0,52611.0,10.73,29.14,98.29,100.26,13031.0,38700.0,416.0,124.0,340.0,52611.0
909,2023,1,Tierra Del Fuego,22.0,831.0,10944.0,13048.0,21348.0,3959.0,2386.0,57113.0,14.58,30.9,104.23,106.31,12754.0,43146.0,405.0,157.0,651.0,57113.0
910,2014,2,Tierra Del Fuego,12.0,334.0,31198.0,2.0,0.0,0.0,0.0,31546.0,3.47,19.09,64.36,65.64,21618.0,3008.0,648.0,1.0,2934.0,28209.0
911,2015,2,Tierra Del Fuego,15.0,285.0,36073.0,2.0,0.0,0.0,0.0,36375.0,3.48,22.1,74.51,76.0,22636.0,7927.0,665.0,1.0,2350.0,33579.0
912,2016,2,Tierra Del Fuego,16.0,286.0,38773.0,0.0,0.0,0.0,0.0,39075.0,3.48,20.08,67.72,69.07,22636.0,5707.0,665.0,1.0,2350.0,31359.0
913,2017,2,Tierra Del Fuego,16.0,285.0,35409.0,0.0,0.0,0.0,0.0,35710.0,3.48,20.3,68.46,69.83,22636.0,6905.0,665.0,1.0,2350.0,32557.0
914,2018,2,Tierra Del Fuego,6.0,188.0,40912.0,2217.0,75.0,0.0,0.0,43505.0,5.94,27.16,91.61,93.44,19372.0,22756.0,531.0,1.0,2047.0,44707.0
915,2019,2,Tierra Del Fuego,6.0,123.0,41824.0,4241.0,1573.0,96.0,32.0,47895.0,6.34,28.11,94.8,96.69,19790.0,25527.0,651.0,0.0,1486.0,47454.0
916,2020,2,Tierra Del Fuego,11.0,0.0,22325.0,5186.0,3034.0,391.0,796.0,39189.0,8.13,22.64,76.37,77.9,12854.0,26025.0,0.0,0.0,310.0,39189.0
917,2021,2,Tierra Del Fuego,17.0,0.0,21335.0,6913.0,4580.0,476.0,889.0,35693.0,8.59,20.13,67.89,69.24,12853.0,22504.0,6.0,14.0,316.0,35693.0
918,2022,2,Tierra Del Fuego,22.0,831.0,12052.0,14828.0,19968.0,1712.0,1006.0,53770.0,10.97,29.6,99.86,101.86,12754.0,39837.0,403.0,125.0,651.0,53770.0
919,2023,2,Tierra Del Fuego,22.0,831.0,10556.0,12748.0,20962.0,4707.0,3901.0,58635.0,16.92,31.54,106.38,108.51,12392.0,45224.0,525.0,157.0,337.0,58635.0
920,2014,3,Tierra Del Fuego,12.0,336.0,32348.0,2.0,0.0,0.0,0.0,32698.0,3.47,19.34,65.69,67.0,21840.0,3469.0,650.0,1.0,2832.0,28792.0
921,2015,3,Tierra Del Fuego,15.0,285.0,36408.0,2.0,0.0,0.0,0.0,36710.0,3.48,22.05,74.86,76.36,22636.0,8085.0,665.0,1.0,2350.0,33737.0
922,2016,3,Tierra Del Fuego,16.0,285.0,35080.0,0.0,0.0,0.0,0.0,35381.0,3.48,20.31,68.94,70.32,22636.0,6276.0,665.0,1.0,2347.0,31925.0
923,2017,3,Tierra Del Fuego,9.0,297.0,33858.0,0.0,0.0,0.0,0.0,34164.0,3.48,19.49,65.74,67.06,21587.0,7012.0,622.0,1.0,2244.0,31466.0
924,2018,3,Tierra Del Fuego,6.0,187.0,41569.0,2270.0,231.0,24.0,13.0,44300.0,5.99,27.51,92.77,94.63,19365.0,22649.0,1502.0,1.0,2047.0,45564.0
925,2019,3,Tierra Del Fuego,6.0,14.0,32133.0,4692.0,1756.0,82.0,226.0,48557.0,6.69,28.6,96.46,98.39,19790.0,26659.0,651.0,0.0,1487.0,48587.0
926,2020,3,Tierra Del Fuego,11.0,0.0,22094.0,5414.0,3726.0,481.0,937.0,39655.0,8.51,22.77,76.81,78.35,12854.0,26491.0,0.0,0.0,310.0,39655.0
927,2021,3,Tierra Del Fuego,17.0,0.0,23723.0,13397.0,9782.0,1433.0,976.0,50223.0,9.52,28.15,94.95,96.85,12853.0,36958.0,6.0,16.0,390.0,50223.0
928,2022,3,Tierra Del Fuego,22.0,831.0,12002.0,14815.0,20102.0,1752.0,1021.0,53896.0,11.01,29.5,99.51,101.5,12754.0,39963.0,403.0,125.0,651.0,53896.0
929,2023,3,Tierra Del Fuego,22.0,834.0,10550.0,12731.0,20384.0,5150.0,4040.0,58731.0,17.17,31.41,105.95,108.07,9357.0,45203.0,3682.0,157.0,332.0,58731.0
930,2014,4,Tierra Del Fuego,12.0,283.0,31489.0,2.0,0.0,0.0,0.0,31786.0,3.47,19.34,66.14,67.46,21948.0,3664.0,655.0,1.0,2722.0,28990.0
931,2015,4,Tierra Del Fuego,16.0,285.0,32662.0,0.0,0.0,0.0,0.0,32963.0,3.47,19.44,66.46,67.79,22636.0,4301.0,665.0,1.0,2350.0,29953.0
932,2016,4,Tierra Del Fuego,16.0,285.0,35409.0,0.0,0.0,0.0,0.0,35710.0,3.48,20.57,70.31,71.71,22636.0,6905.0,665.0,1.0,2350.0,32557.0
933,2017,4,Tierra Del Fuego,6.0,310.0,31334.0,2.0,0.0,0.0,0.0,31652.0,5.2,17.76,59.89,61.09,19372.0,6906.0,530.0,1.0,2045.0,28854.0
934,2018,4,Tierra Del Fuego,6.0,27.0,29919.0,6323.0,9894.0,24.0,67.0,46260.0,7.44,27.75,93.59,95.46,19789.0,23349.0,1623.0,0.0,1499.0,46260.0
935,2019,4,Tierra Del Fuego,11.0,0.0,23593.0,5050.0,1848.0,139.0,1962.0,40392.0,7.27,23.63,79.7,81.29,13261.0,26821.0,0.0,0.0,310.0,40392.0
936,2020,4,Tierra Del Fuego,17.0,0.0,21881.0,6119.0,3497.0,488.0,922.0,39614.0,8.49,22.61,76.27,77.79,12853.0,26439.0,6.0,0.0,316.0,39614.0
937,2021,4,Tierra Del Fuego,26.0,385.0,13505.0,16534.0,16562.0,1748.0,1017.0,52357.0,10.7,29.17,98.4,100.37,13317.0,38148.0,426.0,124.0,342.0,52357.0
938,2022,4,Tierra Del Fuego,22.0,902.0,11649.0,13634.0,21365.0,3612.0,1812.0,55260.0,13.48,30.07,101.44,103.47,12754.0,41293.0,405.0,157.0,651.0,55260.0
939,2023,4,Tierra Del Fuego,22.0,834.0,10283.0,12618.0,19536.0,6085.0,4342.0,61599.0,17.92,32.75,110.49,112.7,9357.0,48071.0,3682.0,157.0,332.0,61599.0
940,2014,1,Tucumán,6.0,34672.0,83210.0,11779.0,362.0,3.0,0.0,130032.0,3.21,8.31,33.42,34.09,129717.0,83.0,121.0,13.0,98.0,130032.0
941,2015,1,Tucumán,107.0,27143.0,83895.0,23061.0,3722.0,334.0,0.0,138262.0,4.07,8.72,35.08,35.78,137857.0,115.0,116.0,88.0,100.0,138276.0
942,2016,1,Tucumán,106.0,20092.0,84008.0,31490.0,10046.0,871.0,0.0,146613.0,5.0,9.13,36.72,37.46,144233.0,2165.0,116.0,74.0,49.0,146637.0
943,2017,1,Tucumán,96.0,9682.0,86470.0,39155.0,15951.0,1383.0,13.0,152750.0,5.88,9.39,37.9,38.66,147373.0,5223.0,116.0,14.0,45.0,152771.0
944,2018,1,Tucumán,16.0,7472.0,78811.0,45675.0,26405.0,1218.0,7082.0,167984.0,9.36,10.2,41.18,42.0,158611.0,8921.0,107.0,368.0,50.0,168057.0
945,2019,1,Tucumán,16.0,5188.0,82240.0,42877.0,26210.0,847.0,14839.0,172217.0,16.57,10.31,41.63,42.46,159215.0,11670.0,118.0,678.0,321.0,172002.0
946,2020,1,Tucumán,52.0,97.0,49555.0,50383.0,31096.0,1730.0,67536.0,200449.0,32.25,11.85,47.85,48.8,143184.0,10494.0,44687.0,1355.0,347.0,200067.0
947,2021,1,Tucumán,29.0,97.0,42810.0,53416.0,25255.0,4188.0,103437.0,231912.0,37.98,13.58,54.82,55.92,147199.0,12185.0,69954.0,1834.0,740.0,231912.0
948,2022,1,Tucumán,39.0,2212.0,36028.0,46961.0,21014.0,5211.0,133846.0,245584.0,47.24,14.22,57.39,58.54,92532.0,62396.0,86174.0,3995.0,487.0,245584.0
949,2023,1,Tucumán,39.0,1237.0,23379.0,29629.0,25565.0,1723.0,164402.0,261100.0,95.79,14.95,60.34,61.55,55822.0,19482.0,180976.0,4293.0,527.0,261100.0
950,2014,2,Tucumán,6.0,32714.0,84675.0,14101.0,559.0,4.0,0.0,132059.0,3.35,8.41,33.94,34.62,131740.0,97.0,121.0,13.0,98.0,132069.0
951,2015,2,Tucumán,107.0,25178.0,83462.0,26966.0,4502.0,455.0,0.0,140670.0,4.31,8.84,35.69,36.4,139944.0,479.0,116.0,88.0,50.0,140677.0
952,2016,2,Tucumán,231.0,18515.0,83945.0,33891.0,11310.0,1032.0,2.0,148926.0,5.2,9.22,37.24,37.98,145486.0,2968.0,116.0,58.0,49.0,148677.0
953,2017,2,Tucumán,96.0,9236.0,83342.0,42536.0,17788.0,1371.0,21.0,154390.0,6.09,9.46,38.19,38.95,149013.0,5223.0,116.0,14.0,45.0,154411.0
954,2018,2,Tucumán,16.0,6735.0,79899.0,44968.0,27059.0,1084.0,8784.0,169850.0,13.51,10.28,41.51,42.34,160315.0,8965.0,110.0,252.0,315.0,169957.0
955,2019,2,Tucumán,16.0,157.0,78891.0,44296.0,24291.0,628.0,18394.0,166673.0,18.53,9.94,40.14,40.94,153121.0,12089.0,116.0,684.0,321.0,166331.0
956,2020,2,Tucumán,52.0,97.0,49028.0,54537.0,34184.0,2246.0,74377.0,217156.0,32.7,12.83,51.78,52.82,150084.0,9833.0,55120.0,1357.0,762.0,217156.0
957,2021,2,Tucumán,32.0,97.0,40224.0,51648.0,23732.0,5022.0,109616.0,233051.0,40.31,13.61,54.93,56.03,110429.0,48359.0,71683.0,1837.0,743.0,233051.0
958,2022,2,Tucumán,39.0,2195.0,34461.0,43513.0,23634.0,4863.0,145541.0,254527.0,50.09,14.69,59.31,60.5,85893.0,15327.0,148823.0,3997.0,487.0,254527.0
959,2023,2,Tucumán,39.0,1091.0,21163.0,27206.0,25910.0,1661.0,185887.0,263602.0,96.69,15.05,60.75,61.96,50019.0,20012.0,188986.0,4060.0,525.0,263602.0
960,2014,3,Tucumán,6.0,32716.0,84668.0,14101.0,559.0,4.0,0.0,132054.0,3.35,8.38,33.94,34.62,131739.0,97.0,117.0,13.0,100.0,132066.0
961,2015,3,Tucumán,107.0,23687.0,83654.0,29998.0,6232.0,623.0,0.0,144301.0,4.57,9.04,36.61,37.34,142925.0,1135.0,116.0,88.0,50.0,144314.0
962,2016,3,Tucumán,127.0,12247.0,87970.0,36518.0,13150.0,1288.0,4.0,151304.0,5.54,9.36,37.9,38.66,147259.0,3850.0,116.0,53.0,41.0,151319.0
963,2017,3,Tucumán,109.0,8948.0,83070.0,45302.0,20514.0,1361.0,655.0,159959.0,6.39,9.83,39.7,40.49,154130.0,6431.0,106.0,40.0,305.0,161012.0
964,2018,3,Tucumán,16.0,5993.0,81559.0,43282.0,27062.0,941.0,12187.0,171040.0,15.26,10.33,41.68,42.51,161209.0,9280.0,110.0,252.0,315.0,171166.0
965,2019,3,Tucumán,16.0,110.0,71043.0,47693.0,24354.0,843.0,20385.0,164444.0,19.32,9.78,39.49,40.28,150918.0,12089.0,116.0,684.0,324.0,164131.0
966,2020,3,Tucumán,52.0,97.0,45913.0,54610.0,33126.0,3246.0,84195.0,223876.0,34.84,13.18,53.23,54.29,149605.0,11752.0,59949.0,1808.0,762.0,223876.0
967,2021,3,Tucumán,32.0,97.0,39446.0,50293.0,21986.0,5300.0,115154.0,232472.0,42.1,13.53,54.64,55.73,104489.0,53868.0,70964.0,2408.0,743.0,232472.0
968,2022,3,Tucumán,39.0,2047.0,32571.0,39018.0,25214.0,4348.0,159600.0,263117.0,53.36,15.14,61.14,62.36,77738.0,18518.0,162345.0,3997.0,519.0,263117.0
969,2023,3,Tucumán,39.0,1236.0,20378.0,25026.0,25523.0,1633.0,192051.0,266557.0,98.85,15.17,61.26,62.49,46348.0,20545.0,195053.0,4088.0,523.0,266557.0
970,2014,4,Tucumán,17.0,28746.0,85091.0,20631.0,2733.0,196.0,0.0,137414.0,3.86,8.69,35.32,36.03,137093.0,97.0,116.0,13.0,105.0,137424.0
971,2015,4,Tucumán,107.0,21800.0,83887.0,29942.0,9507.0,837.0,0.0,146080.0,4.88,9.12,37.06,37.8,144188.0,1653.0,116.0,88.0,50.0,146095.0
972,2016,4,Tucumán,96.0,10021.0,87994.0,37721.0,14389.0,1400.0,10.0,151631.0,5.73,9.35,37.98,38.74,146995.0,4482.0,116.0,14.0,45.0,151652.0
973,2017,4,Tucumán,105.0,8164.0,78750.0,45241.0,24318.0,1303.0,4367.0,162248.0,9.11,9.88,39.9,40.69,156583.0,5223.0,105.0,102.0,319.0,162332.0
974,2018,4,Tucumán,16.0,5244.0,82089.0,42766.0,26111.0,847.0,14839.0,172004.0,16.58,10.34,41.76,42.59,159215.0,11670.0,119.0,686.0,314.0,172004.0
975,2019,4,Tucumán,55.0,0.0,54544.0,52017.0,28916.0,6405.0,56707.0,198644.0,29.87,11.8,47.65,48.6,146985.0,11012.0,39574.0,725.0,348.0,198644.0
976,2020,4,Tucumán,29.0,97.0,44095.0,54334.0,32155.0,4105.0,93594.0,231089.0,36.44,13.57,54.78,55.88,149322.0,11150.0,68043.0,1834.0,740.0,231089.0
977,2021,4,Tucumán,39.0,97.0,37321.0,48736.0,21023.0,5326.0,125857.0,238639.0,45.15,13.85,55.93,57.04,97830.0,59022.0,78790.0,2511.0,486.0,238639.0
978,2022,4,Tucumán,39.0,1562.0,29996.0,35425.0,26369.0,1375.0,153538.0,263422.0,88.33,15.12,61.04,62.26,69441.0,20668.0,168717.0,4069.0,527.0,263422.0
979,2023,4,Tucumán,39.0,1089.0,18850.0,22817.0,24476.0,1583.0,196919.0,266335.0,101.55,15.12,61.04,62.26,41318.0,20267.0,199876.0,4357.0,517.0,266335.0
